project_type,location_tier,total_area_sqft,num_floors,structure_type,material_quality,num_workers,site_condition,cost_inr,duration_days
Infrastructure,Tier2,20576,4,Steel Frame,Basic,51,Moderate,40750000.0,630.0
Infrastructure,Tier3,7216,5,RCC,Standard,54,Easy,12715000.0,191.0
Commercial,Tier3,33033,1,Prefabricated,Premium,27,Difficult,112627000.0,1500.0
Residential,Tier1,18123,12,Prefabricated,Standard,147,Difficult,76080000.0,251.0
Commercial,Tier1,27608,9,RCC,Standard,72,Difficult,104413000.0,877.0
Infrastructure,Tier1,4722,1,Steel Frame,Basic,13,Easy,10578000.0,396.0
Residential,Tier3,4641,18,RCC,Standard,68,Easy,11295000.0,171.0
Commercial,Tier2,27314,6,Prefabricated,Basic,95,Easy,51142000.0,436.0
Industrial,Tier3,13491,14,RCC,Standard,49,Easy,31558000.0,569.0
Infrastructure,Tier1,46954,8,Load Bearing,Basic,127,Difficult,102077000.0,828.0
Residential,Tier1,12541,17,Load Bearing,Basic,200,Difficult,36486000.0,197.0
Industrial,Tier1,42662,12,Load Bearing,Basic,26,Difficult,105659000.0,1500.0
Infrastructure,Tier3,24308,6,Steel Frame,Basic,107,Difficult,42785000.0,378.0
Residential,Tier1,44700,14,Load Bearing,Basic,71,Difficult,106679000.0,1500.0
Industrial,Tier3,30550,20,Load Bearing,Basic,129,Difficult,50453000.0,823.0
Infrastructure,Tier3,19168,7,Prefabricated,Standard,139,Moderate,44350000.0,238.0
Commercial,Tier2,22582,20,Prefabricated,Premium,127,Easy,116463000.0,342.0
Residential,Tier1,30393,20,Steel Frame,Standard,13,Difficult,171599000.0,1500.0
Residential,Tier2,32927,5,Load Bearing,Premium,96,Difficult,119636000.0,737.0
Infrastructure,Tier3,43032,4,Prefabricated,Basic,99,Difficult,61944000.0,677.0
Residential,Tier1,4590,1,Steel Frame,Standard,124,Difficult,18926000.0,55.0
Industrial,Tier2,11281,5,Load Bearing,Basic,168,Moderate,16436000.0,122.0
Commercial,Tier2,7753,2,Load Bearing,Basic,67,Difficult,11110000.0,221.0
Infrastructure,Tier3,4942,4,Load Bearing,Basic,146,Easy,5740000.0,59.0
Infrastructure,Tier2,12960,18,Load Bearing,Standard,148,Easy,36225000.0,247.0
Infrastructure,Tier2,12416,15,Load Bearing,Premium,138,Easy,54465000.0,216.0
Industrial,Tier2,38970,19,Load Bearing,Standard,182,Easy,98024000.0,568.0
Residential,Tier1,14067,15,RCC,Standard,69,Easy,52246000.0,439.0
Industrial,Tier3,21393,1,RCC,Basic,117,Difficult,30177000.0,279.0
Commercial,Tier1,36546,20,RCC,Premium,56,Moderate,232195000.0,1500.0
Residential,Tier1,7163,8,Load Bearing,Standard,77,Difficult,24936000.0,236.0
Infrastructure,Tier1,4051,17,Load Bearing,Standard,95,Moderate,13743000.0,125.0
Infrastructure,Tier2,27410,14,Prefabricated,Premium,153,Moderate,144137000.0,369.0
Residential,Tier1,4971,11,Load Bearing,Standard,21,Difficult,18840000.0,609.0
Infrastructure,Tier1,26279,10,Steel Frame,Standard,109,Difficult,118868000.0,534.0
Infrastructure,Tier3,7655,15,Steel Frame,Basic,44,Moderate,15783000.0,394.0
Industrial,Tier1,18465,1,Prefabricated,Basic,75,Moderate,40225000.0,295.0
Industrial,Tier3,13536,4,Prefabricated,Premium,163,Difficult,44400000.0,119.0
Commercial,Tier1,15228,9,RCC,Basic,26,Easy,34625000.0,1019.0
Industrial,Tier1,45063,10,Load Bearing,Premium,183,Moderate,234575000.0,550.0
Residential,Tier2,30349,5,RCC,Standard,89,Easy,62838000.0,488.0
Infrastructure,Tier1,33492,15,Steel Frame,Basic,41,Difficult,112087000.0,1500.0
Commercial,Tier1,33374,3,Steel Frame,Standard,88,Moderate,124606000.0,521.0
Residential,Tier2,12015,5,RCC,Basic,89,Moderate,19428000.0,231.0
Commercial,Tier3,27103,8,Steel Frame,Basic,44,Moderate,43774000.0,1137.0
Residential,Tier1,12963,18,RCC,Premium,120,Difficult,98782000.0,291.0
Industrial,Tier1,9825,1,Load Bearing,Standard,142,Difficult,28965000.0,124.0
Infrastructure,Tier1,17315,17,RCC,Basic,106,Easy,48643000.0,368.0
Commercial,Tier3,6527,3,Prefabricated,Standard,122,Moderate,13556000.0,76.0
Infrastructure,Tier3,17574,4,RCC,Premium,146,Difficult,55979000.0,229.0
Residential,Tier2,36261,5,Prefabricated,Premium,200,Difficult,158361000.0,298.0
Commercial,Tier3,19834,17,Steel Frame,Premium,107,Difficult,102615000.0,477.0
Infrastructure,Tier1,24031,3,Steel Frame,Basic,193,Difficult,67315000.0,202.0
Infrastructure,Tier3,9020,1,Load Bearing,Basic,107,Easy,9822000.0,114.0
Commercial,Tier1,2606,20,Steel Frame,Premium,143,Difficult,21509000.0,54.0
Residential,Tier3,28606,4,Steel Frame,Basic,114,Moderate,40637000.0,377.0
Commercial,Tier3,22982,10,Load Bearing,Standard,71,Moderate,43234000.0,719.0
Commercial,Tier1,37384,16,Steel Frame,Premium,191,Easy,279500000.0,369.0
Industrial,Tier2,19651,11,RCC,Standard,89,Easy,55087000.0,443.0
Commercial,Tier2,48680,1,Steel Frame,Standard,133,Moderate,144851000.0,492.0
Infrastructure,Tier2,17271,15,RCC,Standard,29,Easy,51124000.0,1322.0
Industrial,Tier2,12672,11,Prefabricated,Standard,160,Moderate,41662000.0,132.0
Commercial,Tier3,32168,18,Prefabricated,Basic,15,Difficult,61786000.0,1500.0
Industrial,Tier2,25259,12,Load Bearing,Standard,150,Difficult,75226000.0,430.0
Commercial,Tier3,34048,1,Prefabricated,Premium,174,Moderate,102573000.0,241.0
Infrastructure,Tier2,43479,7,Prefabricated,Standard,179,Easy,125304000.0,376.0
Commercial,Tier3,41523,9,Steel Frame,Standard,126,Moderate,110831000.0,611.0
Infrastructure,Tier3,27652,17,Steel Frame,Basic,190,Moderate,59846000.0,308.0
Industrial,Tier2,29656,3,Steel Frame,Standard,42,Easy,78683000.0,882.0
Industrial,Tier3,24677,9,RCC,Premium,91,Difficult,89382000.0,561.0
Industrial,Tier2,7346,12,Steel Frame,Basic,5,Difficult,18224000.0,1500.0
Residential,Tier3,33865,13,Prefabricated,Basic,70,Difficult,60289000.0,1033.0
Residential,Tier3,39150,16,Prefabricated,Standard,194,Moderate,103502000.0,438.0
Infrastructure,Tier3,23700,14,RCC,Standard,193,Easy,50093000.0,260.0
Residential,Tier3,47601,20,Prefabricated,Basic,80,Easy,92009000.0,1367.0
Residential,Tier2,48570,12,Load Bearing,Standard,27,Difficult,138505000.0,1500.0
Residential,Tier3,45490,14,Steel Frame,Premium,189,Difficult,220034000.0,531.0
Residential,Tier2,41570,17,Prefabricated,Standard,100,Difficult,163639000.0,895.0
Industrial,Tier3,31572,10,RCC,Premium,116,Difficult,116276000.0,606.0
Residential,Tier2,13846,10,RCC,Basic,160,Difficult,27134000.0,188.0
Industrial,Tier1,13683,16,Prefabricated,Basic,68,Moderate,38389000.0,439.0
Residential,Tier1,2911,10,Load Bearing,Standard,140,Easy,8302000.0,39.0
Industrial,Tier2,40910,12,Load Bearing,Standard,46,Difficult,122967000.0,1500.0
Residential,Tier2,19011,10,Load Bearing,Premium,90,Easy,77060000.0,435.0
Commercial,Tier3,26958,7,Steel Frame,Premium,175,Easy,108287000.0,224.0
Residential,Tier1,42723,9,RCC,Premium,77,Difficult,248070000.0,1177.0
Residential,Tier3,37868,18,Load Bearing,Premium,189,Difficult,144329000.0,684.0
Infrastructure,Tier1,26735,6,RCC,Standard,82,Easy,80793000.0,487.0
Infrastructure,Tier1,9382,3,Steel Frame,Standard,27,Moderate,35358000.0,535.0
Infrastructure,Tier3,22920,8,Steel Frame,Premium,130,Moderate,93743000.0,334.0
Industrial,Tier3,33740,10,Load Bearing,Basic,133,Moderate,45443000.0,609.0
Infrastructure,Tier2,4955,10,RCC,Basic,99,Moderate,8713000.0,101.0
Industrial,Tier1,47729,1,RCC,Basic,30,Difficult,114462000.0,1500.0
Industrial,Tier2,4277,10,Steel Frame,Basic,192,Moderate,8947000.0,41.0
Infrastructure,Tier2,16647,17,Load Bearing,Basic,121,Difficult,37072000.0,434.0
Commercial,Tier2,18381,16,Prefabricated,Premium,73,Moderate,101448000.0,573.0
Infrastructure,Tier1,18121,20,Prefabricated,Basic,34,Difficult,60275000.0,1274.0
Infrastructure,Tier2,2159,7,RCC,Standard,165,Easy,5276000.0,30.0
Commercial,Tier1,26645,11,RCC,Standard,29,Moderate,95505000.0,1500.0
Commercial,Tier3,47530,10,Load Bearing,Premium,29,Difficult,171374000.0,1500.0
Residential,Tier2,42509,18,Prefabricated,Standard,64,Easy,138515000.0,1361.0
Residential,Tier3,3251,12,Prefabricated,Premium,117,Moderate,12876000.0,47.0
Infrastructure,Tier2,4410,17,RCC,Basic,94,Moderate,9028000.0,120.0
Infrastructure,Tier3,16629,1,Steel Frame,Premium,13,Moderate,56082000.0,1500.0
Commercial,Tier1,24884,11,Load Bearing,Premium,191,Easy,119834000.0,256.0
Commercial,Tier1,35283,11,Steel Frame,Standard,22,Difficult,162340000.0,1500.0
Commercial,Tier3,29286,5,Load Bearing,Basic,135,Easy,32355000.0,397.0
Industrial,Tier1,38534,19,RCC,Standard,30,Difficult,176412000.0,1500.0
Industrial,Tier2,32264,5,RCC,Premium,89,Moderate,113191000.0,610.0
Industrial,Tier3,26276,11,RCC,Basic,8,Difficult,41331000.0,1500.0
Infrastructure,Tier1,3475,16,Steel Frame,Premium,166,Easy,27032000.0,41.0
Industrial,Tier1,30569,8,Load Bearing,Premium,38,Moderate,141993000.0,1500.0
Commercial,Tier3,37948,13,Prefabricated,Standard,199,Moderate,98652000.0,377.0
Infrastructure,Tier1,48121,13,Steel Frame,Standard,54,Easy,204081000.0,1500.0
Residential,Tier2,24281,10,RCC,Premium,23,Difficult,123005000.0,1500.0
Residential,Tier2,30808,8,RCC,Basic,66,Easy,52303000.0,736.0
Infrastructure,Tier1,18750,10,RCC,Standard,165,Easy,63371000.0,223.0
Residential,Tier1,23082,18,Steel Frame,Premium,15,Moderate,191226000.0,1500.0
Infrastructure,Tier2,43843,16,Prefabricated,Premium,94,Easy,235106000.0,875.0
Infrastructure,Tier3,36397,5,RCC,Basic,119,Easy,46782000.0,522.0
Commercial,Tier2,1976,7,Load Bearing,Basic,44,Difficult,3621000.0,97.0
Infrastructure,Tier1,8696,5,RCC,Premium,121,Moderate,40540000.0,121.0
Residential,Tier3,1319,13,Steel Frame,Standard,27,Difficult,3932000.0,99.0
Infrastructure,Tier3,10107,13,Steel Frame,Premium,26,Easy,44619000.0,718.0
Residential,Tier3,6764,18,RCC,Premium,140,Difficult,31848000.0,139.0
Residential,Tier1,48254,17,Load Bearing,Standard,146,Difficult,194659000.0,938.0
Residential,Tier1,38246,4,Steel Frame,Basic,143,Difficult,104778000.0,401.0
Residential,Tier2,20708,17,Prefabricated,Premium,56,Easy,100568000.0,778.0
Infrastructure,Tier3,29488,10,RCC,Standard,163,Moderate,63118000.0,389.0
Infrastructure,Tier3,38119,18,Prefabricated,Basic,66,Difficult,73481000.0,1417.0
Industrial,Tier3,15611,4,Steel Frame,Premium,93,Difficult,60781000.0,245.0
Infrastructure,Tier3,31117,6,Prefabricated,Basic,100,Moderate,47542000.0,497.0
Commercial,Tier2,32748,16,Load Bearing,Basic,108,Moderate,64722000.0,779.0
Infrastructure,Tier1,2651,9,Load Bearing,Premium,27,Easy,11937000.0,201.0
Residential,Tier3,10659,2,RCC,Premium,46,Moderate,31095000.0,333.0
Residential,Tier3,12296,6,RCC,Premium,82,Moderate,40115000.0,252.0
Residential,Tier2,14971,8,Load Bearing,Basic,97,Difficult,24915000.0,371.0
Infrastructure,Tier3,25054,11,Load Bearing,Standard,99,Easy,47522000.0,497.0
Residential,Tier3,31656,12,RCC,Premium,22,Moderate,116668000.0,1500.0
Industrial,Tier1,36070,8,RCC,Basic,141,Difficult,88020000.0,498.0
Commercial,Tier3,18855,11,Prefabricated,Basic,99,Easy,32061000.0,322.0
Commercial,Tier2,42168,18,Load Bearing,Premium,6,Moderate,188757000.0,1500.0
Industrial,Tier3,40490,3,RCC,Basic,144,Difficult,53555000.0,488.0
Industrial,Tier2,5664,20,Load Bearing,Premium,167,Difficult,28017000.0,106.0
Commercial,Tier2,6334,11,Load Bearing,Premium,100,Difficult,27817000.0,177.0
Residential,Tier1,1902,18,Steel Frame,Standard,178,Moderate,9988000.0,30.0
Infrastructure,Tier3,12557,13,Steel Frame,Standard,154,Easy,31317000.0,162.0
Commercial,Tier2,1366,11,Steel Frame,Standard,25,Easy,4550000.0,90.0
Residential,Tier3,38464,4,RCC,Premium,104,Difficult,119706000.0,690.0
Commercial,Tier2,29473,2,Steel Frame,Premium,36,Moderate,127842000.0,1052.0
Residential,Tier3,16659,1,RCC,Standard,108,Moderate,30232000.0,239.0
Industrial,Tier1,3073,8,Prefabricated,Basic,189,Moderate,7662000.0,30.0
Infrastructure,Tier3,10778,18,Load Bearing,Basic,84,Difficult,17450000.0,413.0
Industrial,Tier1,42992,15,RCC,Basic,130,Easy,110809000.0,652.0
Residential,Tier3,13347,19,Prefabricated,Premium,188,Difficult,67796000.0,162.0
Industrial,Tier1,42131,14,Steel Frame,Basic,125,Easy,130455000.0,661.0
Commercial,Tier2,39582,1,Load Bearing,Premium,115,Easy,128506000.0,479.0
Commercial,Tier2,30978,20,Prefabricated,Standard,189,Difficult,117952000.0,390.0
Infrastructure,Tier3,21662,6,Load Bearing,Basic,99,Difficult,28865000.0,451.0
Infrastructure,Tier3,2646,11,RCC,Standard,175,Moderate,6078000.0,32.0
Industrial,Tier1,12557,12,Steel Frame,Standard,109,Easy,57058000.0,215.0
Commercial,Tier3,6512,9,RCC,Standard,150,Difficult,15571000.0,87.0
Commercial,Tier1,40086,2,Steel Frame,Basic,136,Moderate,105305000.0,406.0
Industrial,Tier3,38922,8,RCC,Standard,142,Difficult,96937000.0,566.0
Residential,Tier3,2531,11,Load Bearing,Basic,56,Moderate,3229000.0,102.0
Industrial,Tier3,28992,7,Steel Frame,Premium,46,Easy,106983000.0,872.0
Industrial,Tier3,9792,6,Load Bearing,Standard,156,Easy,17393000.0,106.0
Residential,Tier3,22368,10,Load Bearing,Basic,98,Moderate,29164000.0,566.0
Infrastructure,Tier2,49842,9,Steel Frame,Basic,65,Moderate,116092000.0,1467.0
Industrial,Tier1,16683,17,Load Bearing,Premium,141,Difficult,110828000.0,384.0
Industrial,Tier2,18983,20,RCC,Premium,200,Difficult,99644000.0,297.0
Infrastructure,Tier3,19218,12,Load Bearing,Premium,63,Easy,64788000.0,717.0
Commercial,Tier2,2733,12,RCC,Standard,57,Difficult,9258000.0,106.0
Industrial,Tier2,42473,16,Prefabricated,Premium,10,Easy,198851000.0,1500.0
Residential,Tier1,47963,3,Load Bearing,Premium,105,Difficult,242126000.0,801.0
Infrastructure,Tier2,5394,20,Prefabricated,Basic,153,Easy,12842000.0,80.0
Industrial,Tier2,45638,17,Steel Frame,Premium,72,Easy,258320000.0,1203.0
Residential,Tier2,48274,5,Load Bearing,Standard,164,Difficult,111037000.0,584.0
Industrial,Tier2,24410,20,Steel Frame,Basic,181,Easy,62049000.0,277.0
Commercial,Tier3,38492,5,Prefabricated,Basic,194,Moderate,49492000.0,305.0
Commercial,Tier1,33470,9,Load Bearing,Standard,24,Easy,99579000.0,1500.0
Commercial,Tier1,4841,17,RCC,Premium,145,Difficult,31714000.0,84.0
Residential,Tier1,17554,7,Prefabricated,Standard,42,Moderate,65578000.0,678.0
Residential,Tier2,40486,13,Load Bearing,Standard,117,Difficult,119269000.0,869.0
Residential,Tier2,47573,1,RCC,Basic,148,Difficult,84193000.0,534.0
Industrial,Tier2,21712,8,Load Bearing,Basic,6,Moderate,36935000.0,1500.0
Infrastructure,Tier1,14607,18,Steel Frame,Basic,98,Difficult,52376000.0,364.0
Industrial,Tier2,22223,19,Prefabricated,Basic,172,Difficult,55070000.0,300.0
Infrastructure,Tier2,14405,8,Steel Frame,Basic,145,Moderate,30749000.0,175.0
Industrial,Tier2,35624,20,Prefabricated,Premium,180,Moderate,207781000.0,430.0
Infrastructure,Tier1,34160,8,Prefabricated,Standard,111,Easy,116204000.0,497.0
Infrastructure,Tier1,16451,13,Prefabricated,Standard,75,Easy,61016000.0,390.0
Industrial,Tier3,31722,13,Steel Frame,Standard,163,Moderate,91501000.0,404.0
Commercial,Tier1,37134,10,Steel Frame,Standard,100,Moderate,166220000.0,664.0
Commercial,Tier2,19990,16,RCC,Standard,158,Difficult,66284000.0,367.0
Residential,Tier3,41430,12,RCC,Premium,47,Difficult,153782000.0,1500.0
Infrastructure,Tier1,8393,2,RCC,Standard,63,Moderate,26907000.0,211.0
Infrastructure,Tier3,42541,13,Prefabricated,Standard,145,Easy,112060000.0,520.0
Residential,Tier2,48022,7,Prefabricated,Premium,185,Easy,196165000.0,368.0
Commercial,Tier2,11264,5,Load Bearing,Basic,129,Moderate,14988000.0,157.0
Residential,Tier1,28543,12,Prefabricated,Premium,129,Easy,168439000.0,348.0
Infrastructure,Tier1,3863,7,Steel Frame,Standard,85,Easy,14615000.0,69.0
Industrial,Tier1,22637,17,RCC,Basic,52,Easy,55744000.0,1083.0
Residential,Tier1,45474,2,RCC,Premium,163,Difficult,232252000.0,503.0
Residential,Tier2,17243,2,Prefabricated,Standard,45,Easy,41977000.0,410.0
Commercial,Tier3,4665,18,RCC,Basic,150,Easy,7452000.0,72.0
Residential,Tier2,37873,1,Steel Frame,Basic,8,Difficult,76705000.0,1500.0
Industrial,Tier3,4819,7,Prefabricated,Basic,93,Difficult,8276000.0,90.0
Commercial,Tier3,26911,5,Prefabricated,Basic,107,Difficult,42596000.0,390.0
Commercial,Tier2,6099,3,Load Bearing,Standard,111,Easy,12922000.0,79.0
Infrastructure,Tier3,18463,11,Prefabricated,Basic,136,Moderate,32481000.0,227.0
Commercial,Tier1,26028,1,Load Bearing,Basic,188,Moderate,50651000.0,216.0
Infrastructure,Tier1,42095,6,RCC,Standard,32,Moderate,149457000.0,1500.0
Commercial,Tier2,16839,1,Prefabricated,Standard,91,Easy,40982000.0,197.0
Industrial,Tier2,31620,17,Load Bearing,Standard,106,Easy,84984000.0,766.0
Residential,Tier3,37029,7,Prefabricated,Basic,105,Difficult,61131000.0,612.0
Industrial,Tier2,42328,4,Load Bearing,Premium,81,Easy,126033000.0,795.0
Infrastructure,Tier3,48407,7,Prefabricated,Basic,60,Moderate,78181000.0,1196.0
Industrial,Tier3,18170,17,RCC,Standard,127,Moderate,41630000.0,341.0
Commercial,Tier1,45056,20,Steel Frame,Basic,141,Difficult,164542000.0,784.0
Residential,Tier2,13579,6,Load Bearing,Premium,149,Easy,50348000.0,156.0
Industrial,Tier3,26486,20,RCC,Basic,64,Moderate,44562000.0,1133.0
Infrastructure,Tier3,42885,6,Load Bearing,Standard,61,Moderate,85812000.0,1478.0
Commercial,Tier2,10553,12,RCC,Standard,51,Difficult,35122000.0,501.0
Commercial,Tier2,7379,19,Steel Frame,Standard,31,Moderate,26194000.0,567.0
Industrial,Tier1,21658,17,RCC,Premium,129,Difficult,152666000.0,503.0
Residential,Tier3,36804,5,Steel Frame,Standard,126,Easy,78870000.0,381.0
Residential,Tier2,45336,6,Steel Frame,Premium,5,Difficult,241061000.0,1500.0
Industrial,Tier1,10355,7,Load Bearing,Premium,57,Difficult,53619000.0,391.0
Commercial,Tier1,5691,10,Prefabricated,Standard,180,Difficult,24992000.0,59.0
Industrial,Tier3,5635,10,Prefabricated,Premium,105,Easy,20622000.0,84.0
Commercial,Tier1,12308,6,Steel Frame,Premium,106,Easy,80818000.0,182.0
Infrastructure,Tier3,48371,6,Load Bearing,Basic,148,Difficult,67118000.0,731.0
Infrastructure,Tier3,47022,12,Steel Frame,Standard,74,Difficult,138920000.0,1258.0
Infrastructure,Tier1,33494,3,Steel Frame,Premium,138,Easy,184864000.0,310.0
Residential,Tier2,33628,9,Prefabricated,Standard,49,Difficult,114525000.0,1301.0
Residential,Tier2,1717,6,Prefabricated,Premium,139,Moderate,7985000.0,30.0
Industrial,Tier3,34821,8,RCC,Premium,159,Moderate,118719000.0,384.0
Infrastructure,Tier2,17577,17,RCC,Standard,58,Moderate,51288000.0,776.0
Infrastructure,Tier3,27690,12,RCC,Standard,7,Easy,56707000.0,1500.0
Infrastructure,Tier1,46364,10,Prefabricated,Standard,186,Moderate,193207000.0,405.0
Residential,Tier1,46837,9,RCC,Basic,153,Difficult,119004000.0,687.0
Residential,Tier1,12040,17,Prefabricated,Basic,198,Difficult,42011000.0,135.0
Residential,Tier1,18528,19,Load Bearing,Basic,111,Moderate,50469000.0,490.0
Infrastructure,Tier2,49563,17,Steel Frame,Premium,59,Moderate,314129000.0,1500.0
Infrastructure,Tier1,48968,12,RCC,Basic,74,Easy,109446000.0,1290.0
Residential,Tier3,28208,4,RCC,Standard,131,Moderate,52704000.0,329.0
Industrial,Tier1,11976,12,Steel Frame,Standard,42,Easy,54976000.0,564.0
Commercial,Tier1,37656,16,Steel Frame,Basic,195,Moderate,126117000.0,469.0
Residential,Tier1,26540,10,Steel Frame,Basic,99,Easy,80138000.0,438.0
Commercial,Tier1,5552,19,RCC,Premium,27,Difficult,41389000.0,588.0
Infrastructure,Tier2,4712,2,Steel Frame,Basic,73,Easy,7910000.0,88.0
Residential,Tier2,48770,8,Prefabricated,Standard,128,Moderate,136985000.0,643.0
Commercial,Tier3,22651,2,Steel Frame,Standard,116,Difficult,52856000.0,316.0
Infrastructure,Tier3,44618,1,RCC,Basic,180,Difficult,64401000.0,427.0
Residential,Tier2,41323,3,Prefabricated,Basic,161,Easy,69955000.0,315.0
Industrial,Tier2,4639,2,Steel Frame,Premium,73,Difficult,20780000.0,97.0
Commercial,Tier2,34148,19,Steel Frame,Premium,28,Moderate,193913000.0,1500.0
Infrastructure,Tier3,32461,15,RCC,Standard,13,Easy,77075000.0,1500.0
Infrastructure,Tier1,36976,4,Prefabricated,Premium,156,Moderate,191286000.0,351.0
Infrastructure,Tier3,6871,18,RCC,Standard,32,Easy,15393000.0,479.0
Industrial,Tier1,30819,16,Steel Frame,Basic,47,Easy,91012000.0,1444.0
Infrastructure,Tier3,45355,8,Load Bearing,Standard,74,Moderate,84599000.0,1391.0
Infrastructure,Tier3,7019,12,Prefabricated,Standard,79,Difficult,19033000.0,166.0
Residential,Tier2,18121,16,Load Bearing,Premium,110,Moderate,77300000.0,446.0
Residential,Tier3,18739,3,Prefabricated,Standard,108,Moderate,39913000.0,241.0
Commercial,Tier2,25897,17,Prefabricated,Standard,148,Difficult,95353000.0,446.0
Residential,Tier1,30757,10,Steel Frame,Basic,41,Difficult,97974000.0,1500.0
Residential,Tier1,29508,10,Steel Frame,Premium,13,Moderate,200259000.0,1500.0
Residential,Tier3,19222,11,RCC,Standard,192,Easy,43882000.0,205.0
Industrial,Tier1,12900,18,RCC,Premium,143,Easy,84530000.0,225.0
Commercial,Tier2,42350,16,Load Bearing,Premium,69,Difficult,189897000.0,1500.0
Infrastructure,Tier1,30985,7,RCC,Basic,116,Difficult,83585000.0,503.0
Commercial,Tier2,19800,15,RCC,Standard,5,Difficult,60887000.0,1500.0
Infrastructure,Tier2,46222,1,Prefabricated,Basic,25,Difficult,86588000.0,1500.0
Commercial,Tier1,41213,1,Prefabricated,Basic,122,Easy,93062000.0,385.0
Infrastructure,Tier1,38392,9,Steel Frame,Standard,50,Easy,157460000.0,1257.0
Residential,Tier2,17323,20,Steel Frame,Standard,80,Moderate,64930000.0,502.0
Infrastructure,Tier3,43484,16,Steel Frame,Premium,87,Difficult,219480000.0,1095.0
Industrial,Tier1,22876,12,RCC,Basic,149,Difficult,67416000.0,389.0
